line,sid,msg,status,category,reason,rule
1782,2453,POLICY-SOCIAL Yahoo IM conference invitation,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM conference invitation""; flow:to_client,established; content:""YMSG"",depth 4,nocase; content:""|00 18|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2453; rev:9; )"
1783,2454,POLICY-SOCIAL Yahoo IM conference logon success,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM conference logon success""; flow:to_client,established; content:""YMSG"",depth 4,nocase; content:""|00 19|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2454; rev:9; )"
1784,2455,POLICY-SOCIAL Yahoo IM conference message,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 5050 ( msg:""POLICY-SOCIAL Yahoo IM conference message""; flow:to_server,established; content:""YMSG"",depth 4,nocase; content:""|00 1D|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2455; rev:8; )"
1785,2456,POLICY-SOCIAL Yahoo Messenger File Transfer Receive Request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo Messenger File Transfer Receive Request""; flow:established; content:""YMSG"",depth 4; content:""|00|M"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2456; rev:9; )"
1786,2457,POLICY-SOCIAL Yahoo IM message,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp any any <> any 5101 ( msg:""POLICY-SOCIAL Yahoo IM message""; flow:established; content:""YMSG"",depth 4,nocase; metadata:ruleset community; classtype:policy-violation; sid:2457; rev:7; )"
1787,2458,POLICY-SOCIAL Yahoo IM successful chat join,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM successful chat join""; flow:to_client,established; content:""YMSG"",depth 4,nocase; content:""|00 98|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2458; rev:9; )"
1788,2459,POLICY-SOCIAL Yahoo IM conference offer invitation,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 5050 ( msg:""POLICY-SOCIAL Yahoo IM conference offer invitation""; flow:to_server,established; content:""YMSG"",depth 4,nocase; content:""|00|P"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2459; rev:9; )"
1790,2461,POLICY-SOCIAL Yahoo IM conference watch,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5100 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM conference watch""; flow:to_client,established; content:""|0D 00 05 00|"",depth 4; metadata:ruleset community; classtype:policy-violation; sid:2461; rev:10; )"
1804,2523,SERVER-OTHER BGP spoofed connection reset attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any <> $HOME_NET 179 ( msg:""SERVER-OTHER BGP spoofed connection reset attempt""; flow:established,no_stream; flags:FRS*; detection_filter:track by_dst,count 10,seconds 10; metadata:ruleset community; reference:bugtraq,10183; reference:cve,2004-0230; reference:url,www.uniras.gov.uk/vuls/2004/236929/index.htm; classtype:attempted-dos; sid:2523; rev:15; )"
2142,2942,NETBIOS DCERPC NCACN-IP-TCP winreg InitiateSystemShutdown attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET [139,445] ( msg:""NETBIOS DCERPC NCACN-IP-TCP winreg InitiateSystemShutdown attempt""; flow:to_server,established; dce_iface:uuid 338cd001-2244-31f1-aaaa-900038001003; dce_opnum:""24""; metadata:ruleset community; service:netbios-ssn; reference:url,msdn.microsoft.com/library/default.asp?url=/library/en-us/shutdown/base/initiatesystemshutdown.asp; classtype:protocol-command-decode; sid:2942; rev:14; )"
2146,3009,MALWARE-BACKDOOR NetBus Pro 2.0 connection request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 20034 ( msg:""MALWARE-BACKDOOR NetBus Pro 2.0 connection request""; flow:to_server,established; content:""BN |00 02 00|"",depth 6; content:""|05 00|"",depth 2,offset 8; flowbits:set,backdoor.netbus_2.connect; flowbits:noalert; metadata:ruleset community; classtype:misc-activity; sid:3009; rev:8; )"
2147,3010,MALWARE-CNC RUX the Tick get windows directory,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22222 ( msg:""MALWARE-CNC RUX the Tick get windows directory""; flow:to_server,established; content:""WINDIR"",depth 6; metadata:ruleset community; classtype:misc-activity; sid:3010; rev:6; )"
2148,3011,MALWARE-CNC RUX the Tick get system directory,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22222 ( msg:""MALWARE-CNC RUX the Tick get system directory""; flow:to_server,established; content:""SYSDIR"",depth 6; metadata:ruleset community; classtype:misc-activity; sid:3011; rev:6; )"
2149,3012,MALWARE-CNC RUX the Tick upload/execute arbitrary file,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22222 ( msg:""MALWARE-CNC RUX the Tick upload/execute arbitrary file""; flow:to_server,established; content:""ABCJZDATEIV"",depth 11; metadata:ruleset community; classtype:misc-activity; sid:3012; rev:6; )"
2150,3013,MALWARE-CNC Asylum 0.1 connection request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 23432 ( msg:""MALWARE-CNC Asylum 0.1 connection request""; flow:to_server,established; content:""RQS"",depth 3; flowbits:set,backdoor.asylum.connect; flowbits:noalert; metadata:ruleset community; classtype:misc-activity; sid:3013; rev:8; )"
2151,3014,MALWARE-CNC Asylum 0.1 connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 23432 -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Asylum 0.1 connection""; flow:to_client,established; flowbits:isset,backdoor.asylum.connect; content:""GNT"",depth 3; metadata:ruleset community; classtype:misc-activity; sid:3014; rev:10; )"
2152,3015,MALWARE-CNC Insane Network 4.0 connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 2000 -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Insane Network 4.0 connection""; flow:to_client,established; content:""Insane Network vs 4.0 by Suid Flow|0A 0D|www.blackcode.com|0A 0D|[r00t]|23|"",depth 62; metadata:ruleset community; classtype:misc-activity; sid:3015; rev:10; )"
2153,3016,MALWARE-CNC Insane Network 4.0 connection port 63536,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 63536 -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Insane Network 4.0 connection port 63536""; flow:to_client,established; content:""Insane Network vs 4.0 by Suid Flow|0A 0D|www.blackcode.com|0A 0D|[r00t]|23|"",depth 62; metadata:ruleset community; classtype:misc-activity; sid:3016; rev:10; )"
2196,3061,APP-DETECT distccd remote command execution attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 3632 ( msg:""APP-DETECT distccd remote command execution attempt""; flow:to_server,established; content:""DIST00000001"",depth 12,nocase; metadata:ruleset community; reference:url,distcc.samba.org/security.html; classtype:policy-violation; sid:3061; rev:5; )"
2198,3063,MALWARE-BACKDOOR Vampire 1.2 connection request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 1020 ( msg:""MALWARE-BACKDOOR Vampire 1.2 connection request""; flow:to_server,established; content:""Hello..."",depth 8; flowbits:set,backdoor.vampire_12.connect; flowbits:noalert; metadata:ruleset community; classtype:misc-activity; sid:3063; rev:6; )"
2199,3064,MALWARE-BACKDOOR Vampire 1.2 connection confirmation,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 1020 -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR Vampire 1.2 connection confirmation""; flow:to_client,established; flowbits:isset,backdoor.vampire_12.connect; content:""Vampire v1.2 Server On-Line....."",depth 32; metadata:ruleset community; classtype:misc-activity; sid:3064; rev:8; )"
2215,3081,MALWARE-BACKDOOR Y3KRAT 1.5 Connect,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 5880 -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR Y3KRAT 1.5 Connect""; flow:to_client,established; content:""connected"",depth 9; flowbits:set,backdoor.y3krat_15.connect; flowbits:noalert; metadata:ruleset community; classtype:misc-activity; sid:3081; rev:13; )"
2216,3082,MALWARE-BACKDOOR Y3KRAT 1.5 Connect Client Response,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 5880 ( msg:""MALWARE-BACKDOOR Y3KRAT 1.5 Connect Client Response""; flow:to_server,established; flowbits:isset,backdoor.y3krat_15.connect; content:""getclient"",depth 9; flowbits:set,backdoor.y3krat_15.client.response; flowbits:noalert; metadata:ruleset community; classtype:misc-activity; sid:3082; rev:13; )"
2217,3083,MALWARE-BACKDOOR Y3KRAT 1.5 Connection confirmation,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 5880 -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR Y3KRAT 1.5 Connection confirmation""; flow:to_client,established; flowbits:isset,backdoor.y3krat_15.client.response; content:""client"",depth 7; metadata:ruleset community; classtype:misc-activity; sid:3083; rev:10; )"
2280,3459,PUA-P2P Manolito Search Query,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $HOME_NET any -> $EXTERNAL_NET 41170 ( msg:""PUA-P2P Manolito Search Query""; flow:to_server; content:""|01 02 00 14|"",depth 4,offset 16; metadata:ruleset community; reference:url,openlito.sourceforge.net; reference:url,www.blubster.com; classtype:policy-violation; sid:3459; rev:9; )"
2305,19678,SERVER-OTHER multiple products blacknurse ICMP denial of service attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""SERVER-OTHER multiple products blacknurse ICMP denial of service attempt""; icode:3; itype:3; detection_filter:track by_src,count 250,seconds 1; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2011-1871; reference:url,soc.tdc.dk/blacknurse/blacknurse.pdf; reference:url,technet.microsoft.com/en-us/security/bulletin/MS11-064; reference:url,technet.microsoft.com/en-us/security/bulletin/MS11-083; classtype:attempted-dos; sid:19678; rev:10; )"
2584,26655,MALWARE-BACKDOOR Win.Backdoor.PCRat data upload,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR Win.Backdoor.PCRat data upload""; flow:to_server,established; content:""PCRatd"",depth 6; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/en/file/669DF9DED24D56997D7B1EA6249BB704226DADA09230DC285AE66CA0C9B7247B/analysis/; classtype:misc-activity; sid:26655; rev:2; )"
2826,28986,MALWARE-CNC Win.Worm.Neeris IRCbot variant outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Worm.Neeris IRCbot variant outbound connection""; flow:to_server,established; content:""JOIN #biz abc|0D 0A|"",depth 15; metadata:impact_flag red,ruleset community; service:irc; reference:url,www.virustotal.com/en/file/0a8f320fc7535f164bbd9d0e462fd459c55ff448cf5e84dc2115f2f4aa800e6b/analysis/1387176826/; classtype:trojan-activity; sid:28986; rev:3; )"
2827,28987,MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""; flow:to_server,established; content:""JOIN #n jobs|0D 0A|"",depth 14; metadata:impact_flag red,ruleset community; service:irc; reference:url,www.virustotal.com/en/file/480eb4aa76a55ad7b0db128138113615ca834f9e6c62f798f54c8ac0759657fe/analysis/1387177714/; reference:url,www.virustotal.com/en/file/5b1d04b7504a3ac1befe4408fd4f9cd877b92661db47a75f197924cb660551d3/analysis/1387178129/; classtype:trojan-activity; sid:28987; rev:3; )"
2828,28988,MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""; flow:to_server,established; content:""JOIN #test1|20 7C 0D 0A|JOIN #test2|20 7C 0D 0A|JOIN #test3 (null)|0D 0A|"",depth 50; metadata:impact_flag red,ruleset community; service:irc; reference:url,www.virustotal.com/en/file/480eb4aa76a55ad7b0db128138113615ca834f9e6c62f798f54c8ac0759657fe/analysis/1387177714/; reference:url,www.virustotal.com/en/file/5b1d04b7504a3ac1befe4408fd4f9cd877b92661db47a75f197924cb660551d3/analysis/1387178129/; classtype:trojan-activity; sid:28988; rev:3; )"
2913,30510,SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 00|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30510; rev:8; )"
2914,30511,SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 01|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30511; rev:8; )"
2915,30512,SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 02|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30512; rev:8; )"
2916,30513,SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 03|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30513; rev:8; )"
3377,39801,MALWARE-CNC Win.Trojan.Spyrat variant outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 900 ( msg:""MALWARE-CNC Win.Trojan.Spyrat variant outbound connection""; flow:to_server,established; content:""myversion|7C|2.5.2."",depth 19; metadata:impact_flag red,ruleset community; reference:url,www.virustotal.com/en/file/e64f536556739d50a673a952da7f110f1156fad0f7360d401794e5a8d65ce63a/analysis/; classtype:trojan-activity; sid:39801; rev:2; )"
3384,40063,OS-LINUX Linux Kernel Challenge ACK provocation attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""OS-LINUX Linux Kernel Challenge ACK provocation attempt""; flow:to_server,no_stream; flags:R; detection_filter:track by_src,count 200,seconds 1; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,91704; reference:cve,2016-5696; reference:cve,2017-7285; classtype:attempted-admin; sid:40063; rev:5; )"
3402,40831,MALWARE-CNC Win.Backdoor.Houdini variant initial outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Backdoor.Houdini variant initial outbound connection""; flow:to_server,established; content:""new_houdini|0D 0A|"",depth 13,offset 4; metadata:impact_flag red,ruleset community; classtype:trojan-activity; sid:40831; rev:3; )"
3404,40833,MALWARE-CNC Win.Backdoor.Houdini variant screenshot inbound init command attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Win.Backdoor.Houdini variant screenshot inbound init command attempt""; flow:to_client; content:""screenshot_init|0D 0A|"",depth 17,offset 4; metadata:impact_flag red,ruleset community; classtype:trojan-activity; sid:40833; rev:2; )"
3406,40835,MALWARE-CNC Win.Backdoor.Houdini variant screen_thumb inbound init command attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Win.Backdoor.Houdini variant screen_thumb inbound init command attempt""; flow:to_client,established; content:""screen_thumb|0D 0A|"",depth 14,offset 4; metadata:impact_flag red,ruleset community; classtype:trojan-activity; sid:40835; rev:2; )"
3448,41711,MALWARE-CNC Win.Trojan.Houdini variant initial outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.Houdini variant initial outbound connection""; flow:to_server,established; content:""new_slave|0D 0A|"",depth 11,offset 4; metadata:impact_flag red,ruleset community; reference:url,virustotal.com/en/file/8d75e47c04bb2cc0f4c2e973475d4ff1fc8f32039794e3ea5ca2494c66d80d3f/analysis/; classtype:trojan-activity; sid:41711; rev:2; )"
3491,43194,MALWARE-CNC Win.Trojan.HiddenCobra variant outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.HiddenCobra variant outbound connection""; flow:to_server,established; content:""|1B 17 E9 E9 E9 E9|"",depth 6; metadata:impact_flag red,ruleset community; reference:url,www.us-cert.gov/ncas/alerts/TA17-164A; classtype:trojan-activity; sid:43194; rev:2; )"
3565,45962,MALWARE-CNC Win.Trojan.Revenge RAT inbound heartbeat check,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Revenge RAT inbound heartbeat check""; flow:to_client,established; content:""PNC|2A 2D 5D|NK|5B 2D 2A|"",depth 11; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:url,www.virustotal.com/en/file/518f7803ad1b8e630f50719d7cb3638ea5d67fa4d4387a55f44ddca4ef55a3ee/analysis/; reference:url,www.virustotal.com/en/file/79bdbf9ec639d5ccf3992e9c9fe9eeba21d191dc168194a80b50f3aa8068892a/analysis/; reference:url,www.virustotal.com/en/file/edb115dd5ca7c7f9dd069746daa0a4ee6298bf94de62510d3f8bebfa5f5a8bcd/analysis/; classtype:trojan-activity; sid:45962; rev:1; )"
3663,46747,MALWARE-CNC Win.Trojan.Qarallax outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.Qarallax outbound connection""; flow:to_server,established; content:""|00 07|nemesis"",depth 10; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:url,www.virustotal.com/en/file/658f67dbf509fc017ace6db7ed38b3591fe72b9ba950a59054869cd718b4da2b/analysis; classtype:trojan-activity; sid:46747; rev:1; )"
3689,46827,MALWARE-CNC Win.Trojan.Dunihi outbound connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.Dunihi outbound connection""; flow:to_server,established; content:""|00 00 A2 30 81 9F 30 0D 06 09 2A 86 48 86 F7 0D 01 01 01 05 00 03 81 8D 00 30 81 89 02 81 81 00|"",depth 32; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:url,www.virustotal.com/en/file/be442a5f8be3bf720236f71a613a534b8aa82b16b0daf8ff84a59bcb92e19e7d/analysis/; classtype:trojan-activity; sid:46827; rev:2; )"
3894,,INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt""; flow:to_server,established; flowbits:isset,file.doc|file.rtf; file_data; content:""0200000002CE020000000000C000000000000046"",fast_pattern,nocase; content:""6269747361646d696e"",nocase; metadata:impact_flag red,ruleset community; service:smtp; classtype:trojan-activity; sid:53582; rev:2; )"
3895,,INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt""; flow:to_client,established; flowbits:isset,file.doc|file.rtf; file_data; content:""0200000002CE020000000000C000000000000046"",fast_pattern,nocase; content:""6269747361646d696e"",nocase; metadata:impact_flag red,ruleset community; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:53583; rev:2; )"
